,微博id,评论页码,评论id,评论时间,评论者赞数,评论者IP归属地,评论者姓名,评论者id,评论者性别,评论者关注数,评论者粉丝数,评论内容,comment_processed,cluster
121,4950000000000000.0,7,4950000000000000.0,2023/9/16 15:07,0,来自江苏,我那炙热的肱二头肌,6804112075,女,590,27,三个情绪不稳定的出生,三个情绪不稳定的出生,3
122,4950000000000000.0,7,4950000000000000.0,2023/9/16 14:49,0,来自山东,大大头熊,6096186582,男,561,60,河北！！！,河北,1
123,4950000000000000.0,7,4950000000000000.0,2023/9/16 14:47,0,来自河北,抓耗子的黑猫警长,6298558869,女,583,40,拘留,拘留,0
124,4950000000000000.0,7,4950000000000000.0,2023/9/16 14:43,0,来自河南,归德城,1050630274,男,954,13.8万,这种人霸道惯了。,这种人霸道惯了,0
125,4950000000000000.0,7,4950000000000000.0,2023/9/16 14:42,0,来自江苏,小乖乖汪汪汪,6443334766,男,347,51,再不严惩的话，谁还敢坐高铁了？安全感在哪里？,再不严惩的话谁还敢坐高铁了安全感在哪里,4
126,4950000000000000.0,7,4950000000000000.0,2023/9/16 14:38,0,来自湖北,呼啦啦拉拉啦啦,2416197504,男,269,150,怎么都盯着工作人员怎么不来。。你们怎么不说旁边那群麻木的人怎么不帮忙，报警也要等时间啊。。,怎么都盯着工作人员怎么不来你们怎么不说旁边那群麻木的人怎么不帮忙报警也要等时间啊,5
127,4950000000000000.0,7,4950000000000000.0,2023/9/16 14:37,0,来自四川,hmsyyyyyyyyyyyyyyjay,6602177155,女,5158,55,书无店砸//@得到了想得到的 :不对不对，化妆比占座打人危害大,书无店砸//@得到了想得到的 :不对不对化妆比占座打人危害大,4
128,4950000000000000.0,7,4950000000000000.0,2023/9/16 14:35,3,来自广西,我是你的超级英雄吗,5446548264,男,175,340,感觉坐绿皮的就没那么多事，每次看到的新闻都是发生在高铁上,感觉坐绿皮的就没那么多事每次看到的新闻都是发生在高铁上,2
129,4950000000000000.0,7,4950000000000000.0,2023/9/16 14:28,0,来自山东,Sandra-de-Borbon,3383355820,女,1672,468,故意伤害,故意伤害,4
130,4950000000000000.0,7,4950000000000000.0,2023/9/16 14:25,3,来自吉林,小树叶爱喝水,6310161773,女,683,1万,十分钟？高铁上的工作人员呢？几个人群殴一个女生，脸呢,十分钟高铁上的工作人员呢几个人群殴一个女生脸呢,5
131,4950000000000000.0,7,4950000000000000.0,2023/9/16 14:24,3,来自山东,哇趣你爹的,6075377373,女,220,10,这哪有在高铁上化妆严重啊！,这哪有在高铁上化妆严重啊,2
132,4950000000000000.0,7,4950000000000000.0,2023/9/16 14:20,1,来自天津,Grander蝈蝈,1854166501,男,5159,496,哎哎,哎哎,5
133,4950000000000000.0,7,4950000000000000.0,2023/9/16 14:17,0,来自江苏,teacher2356,5725089297,男,4297,11,wjejdjdkdj,wjejdjdkdj,0
134,4950000000000000.0,7,4950000000000000.0,2023/9/16 14:17,0,来自江苏,teacher2356,5725089297,男,4297,11,wujwdjdjdjr,wujwdjdjdjr,3
135,4950000000000000.0,7,4950000000000000.0,2023/9/16 14:10,0,来自黑龙江,Lplusw,2501196793,女,726,144,这几个人能进去改造不,这几个人能进去改造不,2
136,4950000000000000.0,8,4950000000000000.0,2023/9/16 14:10,0,来自云南,老臭要养大狗狗,1628453482,女,2898,343,有后续在发吧，这种看着生气，希望这几个打人的受到法律制裁,有后续在发吧这种看着生气希望这几个打人的受到法律制裁,2
137,4950000000000000.0,8,4950000000000000.0,2023/9/16 14:09,0,来自广东,RoseCheung-,1785085925,女,550,2292,这年头神经病太多了,这年头神经病太多了,0
138,4950000000000000.0,8,4950000000000000.0,2023/9/16 14:07,0,来自江苏,蛰伏的狼,1680201534,男,716,887,全家恶人 拘留 进黑名单。,全家恶人 拘留 进黑名单,0
139,4950000000000000.0,8,4950000000000000.0,2023/9/16 14:07,1,来自广东,日暮落花微雨,2181323163,女,534,284,啥也别说了，刑拘！,啥也别说了刑拘,1
140,4950000000000000.0,8,4950000000000000.0,2023/9/16 14:05,3,来自河南,羊饱ovo_,6128641936,女,390,3947,弄错了一定是散粉打的她,弄错了一定是散粉打的她,4
141,4950000000000000.0,8,4950000000000000.0,2023/9/16 14:03,2,来自上海,者耳仲,6308790756,男,1754,528,这行为多文明啊 比高铁化妆文明多了[笑而不語],这行为多文明啊 比高铁化妆文明多了[笑而不語],0
142,4950000000000000.0,8,4950000000000000.0,2023/9/16 13:53,0,来自北京,橘子果酱ymj,6531569502,女,313,293,我去三亚的飞机上，我后座的一位男士一直用膝盖顶我座椅，我阻止了他，他生气了，说他自己座椅躺不下去，说我座椅靠下去影响到了他。。,我去三亚的飞机上我后座的一位男士一直用膝盖顶我座椅我阻止了他他生气了说他自己座椅躺不下去说我座椅靠下去影响到了他,4
143,4950000000000000.0,8,4950000000000000.0,2023/9/16 13:51,0,来自北京,奥斯卡双皮奶,6390353249,女,3769,82,封神诡异好看的，懂的都懂,封神诡异好看的懂的都懂,2
144,4950000000000000.0,8,4950000000000000.0,2023/9/16 13:40,0,来自江苏,叫什么好呢大笨鹅吧,1220605953,男,1974,281,这种人应该终身禁止坐高铁,这种人应该终身禁止坐高铁,1
145,4950000000000000.0,8,4950000000000000.0,2023/9/16 13:20,6,来自陕西,凯利马克,2129617071,男,2305,1063,就是对这种东西惩罚太轻 所以不守规矩的人还是很多,就是对这种东西惩罚太轻 所以不守规矩的人还是很多,2
146,4950000000000000.0,8,4950000000000000.0,2023/9/16 20:22,1,来自河北,12Rita25,2808579534,女,395,154,这才应该加入宣传片,这才应该加入宣传片,4
147,4950000000000000.0,8,4950000000000000.0,2023/9/16 19:18,1,来自河北,吧趣,6575412013,男,507,1344,拘留几天就是鼓励,拘留几天就是鼓励,0
148,4950000000000000.0,8,4950000000000000.0,2023/9/16 19:16,1,来自云南,霍格沃滋挂科崽,5686353693,男,554,306,非常好，化妆是不文明行为，辱骂殴打可以十分钟🙏,非常好化妆是不文明行为辱骂殴打可以十分钟🙏,5
149,4950000000000000.0,8,4950000000000000.0,2023/9/16 15:06,1,来自广东,佛系田兲,3910924384,男,504,113,被打了这么久，工作人员呢？,被打了这么久工作人员呢,0
150,4950000000000000.0,8,4950000000000000.0,2023/9/16 13:47,1,来自天津,26颗栗子,2269438897,女,16186,743,太嚣张了，进黑名单啊危害社会的玩意儿,太嚣张了进黑名单啊危害社会的玩意儿,5
151,4950000000000000.0,8,4950000000000000.0,2023/9/16 13:35,1,来自四川,把你写进我的梦想清单,2493887081,女,227,1.1万,寻衅滋事罪,寻衅滋事罪,4
152,4950000000000000.0,8,4950000000000000.0,2023/9/16 13:04,6,来自山东,春风十里不如你三月桃花相映红,6869809061,女,908,134,没人帮忙么,没人帮忙么,1
153,4950000000000000.0,8,4950000000000000.0,2023/9/19 13:55,0,来自湖北,服部朵拉种植园-,3990906223,女,905,381,那个男的怎么还一直扯人家的衣服啊,那个男的怎么还一直扯人家的衣服啊,3
154,4950000000000000.0,8,4950000000000000.0,2023/9/18 17:40,0,来自重庆,街边多肉喵,1899631705,女,1270,298,因为是女的，你被打被害无所谓没人在乎的，但是你有一小丢丢可能会影响到别人的行为那就必须上岗上线了@中国铁路,因为是女的你被打被害无所谓没人在乎的但是你有一小丢丢可能会影响到别人的行为那就必须上岗上线了@中国铁路,5
155,4950000000000000.0,8,4950000000000000.0,2023/9/18 6:11,0,来自河南,Trash_ing,6094110102,女,395,166,md,md,4
156,4950000000000000.0,9,4950000000000000.0,2023/9/17 23:44,0,来自浙江,沈悦微v,6755801438,女,483,9.4万,是不是太离谱了？公共场合一言不合大打出手……,是不是太离谱了公共场合一言不合大打出手……,0
157,4950000000000000.0,9,4950000000000000.0,2023/9/17 17:34,0,来自英国,演员巩俐_,6470626172,女,23,19,@溯莓 高铁上化妆他们管打人就不管 拆那是这样的,@溯莓 高铁上化妆他们管打人就不管 拆那是这样的,5
158,4950000000000000.0,9,4950000000000000.0,2023/9/17 17:14,0,来自陕西,柯柯屿雾,7777724324,女,330,86,故意伤害给我进去，我不开玩笑,故意伤害给我进去我不开玩笑,5
159,4950000000000000.0,9,4950000000000000.0,2023/9/17 16:49,0,来自陕西,雨夜量販頌,6162981289,女,493,51,这个行为挺文明的是吧,这个行为挺文明的是吧,5
160,4950000000000000.0,9,4950000000000000.0,2023/9/17 16:47,1,来自陕西,五颗星星闪闪,3735407202,女,1027,100,限制出行，限制子女考公考编,限制出行限制子女考公考编,1
161,4950000000000000.0,9,4950000000000000.0,2023/9/17 16:39,1,来自上海,laughqueena_YLP,1828529044,女,571,392,三个打一个，说不是黑社会都不信,三个打一个说不是黑社会都不信,0
162,4950000000000000.0,9,4950000000000000.0,2023/9/17 16:38,0,来自内蒙古,白痴-a,6213872410,女,25,63,@中国铁路 这怎么说？,@中国铁路 这怎么说,0
163,4950000000000000.0,9,4950000000000000.0,2023/9/17 14:46,1,来自福建,猫耳熊,1695065191,男,843,1957,然后万一还手就变成互殴，不还手就这样被活活打10分钟没人管，真是讽刺,然后万一还手就变成互殴不还手就这样被活活打10分钟没人管真是讽刺,0
164,4950000000000000.0,9,4950000000000000.0,2023/9/17 14:40,0,来自宁夏,是一个快乐星球,7076197780,女,1101,268,一天天的早晚在网上被活活气死,一天天的早晚在网上被活活气死,1
165,4950000000000000.0,9,4950000000000000.0,2023/9/17 14:39,0,来自山东,晚熙治愈,7497834077,女,315,16,疯子。。,疯子,0
166,4950000000000000.0,9,4950000000000000.0,2023/9/17 12:01,0,来自新疆,他说没说他是岛民啊,5580804304,女,41,72,是不是因为不是化妆所以10分钟才有人管呀,是不是因为不是化妆所以10分钟才有人管呀,2
167,4950000000000000.0,9,4950000000000000.0,2023/9/17 10:52,0,来自辽宁,灿灿爱螃蟹,1769637735,女,528,348,//@莲花二枝荷叶三个: 可能在忙着给盒饭贴新价签吧。//@快藏起来啦_:我也很好奇，我记得列车工作人员应该蛮多的，不至于十分钟还到达不了现场吧//@我还叫波猪的海:这。。。高铁上的工作人员哪去了，十分钟。。。这不比高铁上化妆严重？,//@莲花二枝荷叶三个: 可能在忙着给盒饭贴新价签吧//@快藏起来啦_:我也很好奇我记得列车工作人员应该蛮多的不至于十分钟还到达不了现场吧//@我还叫波猪的海:这高铁上的工作人员哪去了十分钟这不比高铁上化妆严重,5
168,4950000000000000.0,9,4950000000000000.0,2023/9/17 10:27,0,来自天津,章元,1144434464,女,711,9.4万,刚则吐之，柔则茹之？,刚则吐之柔则茹之,3
169,4950000000000000.0,9,4950000000000000.0,2023/9/17 8:54,0,来自广东,山野吃货,6334574555,男,41,245,乘警在哪？干吃饭不做事？,乘警在哪干吃饭不做事,5
170,4950000000000000.0,9,4950000000000000.0,2023/9/17 8:44,0,来自上海,o小怂包,5091912327,女,871,264.7万,//@帝国刘怼王脾气很大:太嚣张了吧 这种人就该好好治治,//@帝国刘怼王脾气很大:太嚣张了吧 这种人就该好好治治,1
171,4950000000000000.0,9,4950000000000000.0,2023/9/17 8:25,0,来自浙江,荞七不吃葱,5864763553,女,949,117,所以这个行为什么时候出宣传片呢就针对高铁化妆的女生，这种男的你是管都不管一下啊,所以这个行为什么时候出宣传片呢就针对高铁化妆的女生这种男的你是管都不管一下啊,3
172,4950000000000000.0,9,4950000000000000.0,2023/9/17 2:02,0,来自日本,4083_,3970306956,男,43,2300,警察来了 给判个互殴,警察来了 给判个互殴,2
173,4950000000000000.0,9,4950000000000000.0,2023/9/16 21:58,0,来自安徽,关山悬月,7552334824,男,8604,3.3万,文明的社会，出现这样不可理解的事，施暴者要好好处理下。,文明的社会出现这样不可理解的事施暴者要好好处理下,0
174,4950000000000000.0,9,4950000000000000.0,2023/9/16 21:33,0,来自新疆,乌鱼子酱2333,7693779952,女,196,649,没人管才是最可怕的,没人管才是最可怕的,3
175,4950000000000000.0,10,4950000000000000.0,2023/9/16 21:23,0,来自河北,潋滟光生彩,6822310452,女,266,1.4万,十有八九最后是互殴,十有八九最后是互殴,0
176,4950000000000000.0,10,4950000000000000.0,2023/9/16 21:21,0,来自广东,萌蠢的爱丽丝大人,1475637047,女,221,3548,简直气死人了，这种人这辈子都不要让乘坐交通工具了,简直气死人了这种人这辈子都不要让乘坐交通工具了,2
177,4950000000000000.0,10,4950000000000000.0,2023/9/16 21:17,0,来自江苏,尼克安闲,1903951291,男,4492,18.7万,//@你好叻啊十仔:三个人及以上可以定性为黑社会团伙性质了吧,//@你好叻啊十仔:三个人及以上可以定性为黑社会团伙性质了吧,0
178,4950000000000000.0,10,4950000000000000.0,2023/9/16 21:16,0,来自河北,麻酥酥的呦,6240596320,男,179,25.3万,有回击的动作，定性~互殴~~,有回击的动作定性~互殴~~,1
179,4950000000000000.0,10,4950000000000000.0,2023/9/16 20:47,0,来自四川,会变成星星的,5603138513,女,114,51,好恐怖啊,好恐怖啊,3
180,4950000000000000.0,10,4950000000000000.0,2023/9/16 20:00,0,来自河北,小恒谷,1562895445,男,1271,530,跋扈惯了,跋扈惯了,0
181,4950000000000000.0,10,4950000000000000.0,2023/9/16 19:32,1,来自山东,一条大鱼游啊游yu,3253682867,男,151,121,乘务员和乘警呢？十分钟没一个路过的么,乘务员和乘警呢十分钟没一个路过的么,5
182,4950000000000000.0,10,4950000000000000.0,2023/9/16 18:59,0,来自广东,学医的大锅巴,6189588297,男,442,1.4万,换的时候是不是就吵架了,换的时候是不是就吵架了,0
183,4950000000000000.0,10,4950000000000000.0,2023/9/16 17:44,0,来自湖北,AUo_OK,3454346812,女,106,71,不要和解 都送进去,不要和解 都送进去,4
184,4950000000000000.0,10,4950000000000000.0,2023/9/16 17:41,0,来自安徽,鱼于北,6482110609,女,114,11,三男子占座理亏还打人,三男子占座理亏还打人,2
185,4950000000000000.0,10,4950000000000000.0,2023/9/16 17:25,0,来自贵州,失眠的树D_,1767634704,女,348,1.1万,希望早日有相关政策整治公共交通工具上的i怒人,希望早日有相关政策整治公共交通工具上的i怒人,5
186,4950000000000000.0,10,4950000000000000.0,2023/9/16 17:10,0,来自江苏,丨凌漪丨,1695014720,女,1997,4343,打架的不管 管化妆,打架的不管 管化妆,0
187,4950000000000000.0,10,4950000000000000.0,2023/9/16 17:10,0,来自广东,虫儿一边2015,3996699452,女,869,6.2万,乘务人员呢？,乘务人员呢,5
188,4950000000000000.0,10,4950000000000000.0,2023/9/16 17:06,0,来自吉林,祝融问天,2423737071,男,60,203,这么嚣张？,这么嚣张,0
189,4950000000000000.0,10,4950000000000000.0,2023/9/16 16:59,0,来自浙江,sdLTsHy,7326480851,男,56,129,素质差,素质差,2
190,4950000000000000.0,10,4950000000000000.0,2023/9/16 16:57,0,来自天津,介么滴唯米,1143592344,女,802,57,10分钟，竟然没有人管?高铁上的乘务员，乘警，什么的都死了吗？,10分钟竟然没有人管?高铁上的乘务员乘警什么的都死了吗,4
191,4950000000000000.0,10,4950000000000000.0,2023/9/16 16:48,1,来自福建,ConscientiousIceCream,1759454437,女,461,288,除了法律范围内的处罚外，建议把这三个人列入禁止乘坐铁路系统的黑名单,除了法律范围内的处罚外建议把这三个人列入禁止乘坐铁路系统的黑名单,0
192,4950000000000000.0,10,4950000000000000.0,2023/9/16 16:45,0,来自四川,Mercedes_c_y_n,1751201090,女,600,646,好吓人啊,好吓人啊,0
